AFDeviceId,Imei,Active,Comment,AddressableId,Contract,Notes,LastSeen,FirstSeen,Status,Billing,Manufacturer,Model,TimeZone,SerialNumber,InstallationDate,ExpectedReportingFrequencyHours,DataAllowanceMb,MessageAllowance,HomeGeoFenceId,DeviceTypeId,Guid,Customer,CustomerId,CustomerGuid,Partner,PartnerId,Id,LastUpdated,UpdatedBy
11,356363058071020,False,,356363058071020,,,,,0,,,,,00151472,2023-01-01T00:00:00+00:00,,,,,,944bb996-b441-4017-a1df-7cb33a6140ae,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,214,2021-12-05T13:35:55.6715321+00:00,
12,356363058075898,False,,356363058075898,,,,,0,,,,,00151464,2023-01-01T00:00:00+00:00,,,,,,40b28b6f-907e-4d04-a2f3-fb122459a9ca,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,218,2021-12-05T13:35:24.8530647+00:00,
13,356363058071590,False,,356363058071590,,,,,0,,,,,00151507,2023-01-01T00:00:00+00:00,,,,,,191b82b7-814b-4148-a1c5-c937255db0bf,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,219,2021-12-05T13:37:03.3634806+00:00,
14,356363058077308,True,,356363058077308,SAM MOTORISED APRIL 2021,,,,1,true,,,,151465,2023-01-01T00:00:00+00:00,,,,,7,bc48e4ed-8b81-4827-bde5-7121980dfbef,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,220,2021-05-21T10:27:13.8183432+00:00,tom.colombo@asset-fusion.co.uk
15,356363058077282,True,,356363058077282,Disabled-FEB20,,,,1,true,,,,151468,2023-01-01T00:00:00+00:00,,,,,10,e7acf4af-5ea0-4818-9d4f-060903818c30,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,222,2021-08-18T08:13:51.0583946+00:00,tom.colombo@asset-fusion.co.uk
16,358887098100025,True,,358887098100025,SAM MOTORISED APRIL 2021,358887098100025,,,1,true,,,,358887098100025,2023-01-01T00:00:00+00:00,,,,,10,480bdcda-a74c-4435-88f3-74fa2b9a1b9c,Customer ID 42,53,effd995e-69b5-4a91-ad3c-c0a55e4a6824,Smart Asset Manager,1,8002,2021-04-28T16:23:47.2014942+00:00,tom.colombo@asset-fusion.co.uk
17,358887096718257,True,,358887096718257,SAM MOTORISED APRIL 2021,358887096718257,,,1,true,,,,358887096718257,2023-01-01T00:00:00+00:00,,,,,10,096da028-3b04-4f4c-be57-acf14da8aef8,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8008,2021-04-28T15:58:41.0581891+00:00,tom.colombo@asset-fusion.co.uk
18,353322082853210,True,,353322082853210,SAM MOTORISED APRIL 2021,353322082853210,,,1,true,,,,353322082853210,2023-01-01T00:00:00+00:00,,,,,10,2152cc54-e6e3-4f09-b7b1-6bab6674b6cb,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8009,2021-04-28T15:58:43.433204+00:00,tom.colombo@asset-fusion.co.uk
19,358174061422474,True,,358174061422474,SAM MOTORISED APRIL 2021,358174061422474,,,1,true,,,,358174061422474,2023-01-01T00:00:00+00:00,,,,,10,c5b5dfa1-f845-4826-8e1d-769944b09436,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8010,2021-04-28T15:58:43.2613269+00:00,tom.colombo@asset-fusion.co.uk
20,358887096782030,True,,358887096782030,SAM MOTORISED APRIL 2021,358887096782030,,,1,true,,,,358887096782030,2023-01-01T00:00:00+00:00,,,,,10,0e83894a-955b-460a-9f63-3bdbcf1a5ca3,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8011,2021-04-28T15:58:42.2613209+00:00,tom.colombo@asset-fusion.co.uk
21,868997035394566,True,,868997035394566,SAM NON-MOTORISED APRIL 2021,868997035394566,,,1,true,,,,868997035394566,2023-01-01T00:00:00+00:00,,,,,12,7792b1d9-521e-4cf1-b2ce-3bf553cfe13a,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8012,2021-04-28T15:58:43.9800828+00:00,tom.colombo@asset-fusion.co.uk
22,356363054812534,True,,356363054812534,SAM MOTORISED APRIL 2021,356363054812534,,,1,true,,,,356363054812534,2023-01-01T00:00:00+00:00,,,,,10,edac4ec4-b258-41ca-984c-c0cfeba89bda,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8046,2021-04-28T15:58:43.1207023+00:00,tom.colombo@asset-fusion.co.uk
23,868997035394079,True,,868997035394079,SAM MOTORISED APRIL 2021,868997035394079,,,1,true,,,,868997035394079,2023-01-01T00:00:00+00:00,,,,,7,19bb1c54-ba48-42ed-be74-f4484c88cc48,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8047,2021-04-28T15:58:41.0269378+00:00,tom.colombo@asset-fusion.co.uk
24,358887099531210,True,,358887099531210,SAM MOTORISED APRIL 2021,358887099531210,,,1,true,,,,358887099531210,2023-01-01T00:00:00+00:00,,,,,10,1858925c-8ca0-4d33-9325-5865ec5d39d1,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8048,2021-04-28T15:58:42.4800726+00:00,tom.colombo@asset-fusion.co.uk
25,358887099725101,True,,358887099725101,SAM MOTORISED APRIL 2021,358887099725101,,,1,true,,,,358887099725101,2023-01-01T00:00:00+00:00,,,,,10,45f02eb4-6f9f-42a5-a632-2418204c9b07,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8052,2021-04-28T15:58:41.823818+00:00,tom.colombo@asset-fusion.co.uk
26,358887099767285,True,,358887099767285,SAM MOTORISED APRIL 2021,358887099767285,,,1,true,,,,358887099767285,2023-01-01T00:00:00+00:00,,,,,10,3e98772b-29e8-4542-9436-d05aaae558bb,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8056,2021-04-28T15:58:41.7925676+00:00,tom.colombo@asset-fusion.co.uk
27,355504069572107,True,,355504069572107,SAM MOTORISED APRIL 2021,355504069572107,,,1,true,,,,355504069572107,2023-01-01T00:00:00+00:00,,,,,10,2e917a26-ecd2-499c-ab55-3bbbd9567253,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8058,2021-04-28T15:58:43.184585+00:00,tom.colombo@asset-fusion.co.uk
28,358174061425915,True,,358174061425915,SAM MOTORISED APRIL 2021,358174061425915,,,1,true,,,,358174061425915,2023-01-01T00:00:00+00:00,,,,,10,800f225f-5fa7-4dd0-91b3-1510b8f9723f,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8059,2021-04-28T15:58:43.2925772+00:00,tom.colombo@asset-fusion.co.uk
29,356363054406352,True,,356363054406352,SAM MOTORISED APRIL 2021,356363054406352,,,1,true,,,,356363054406352,2023-01-01T00:00:00+00:00,,,,,10,8f608db8-a862-4e16-8b13-986d6da17b66,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8060,2021-04-28T15:58:43.1519519+00:00,tom.colombo@asset-fusion.co.uk
30,869247049706762,True,,869247049706762,SAM MOTORISED APRIL 2021,869247049706762,,,1,true,,,,869247049706762,2023-01-01T00:00:00+00:00,,,,,7,9ca5ff98-594f-4cb4-ab28-41f8fdc8ba82,Customer ID 352,296,c6e155df-eaaf-431e-806d-f350a2faaca0,Smart Asset Manager,1,8132,2021-04-28T15:58:22.7470051+00:00,tom.colombo@asset-fusion.co.uk
31,869247049711879,False,,869247049711879,,,,,0,,,,,90106299,2023-01-01T00:00:00+00:00,,,,,,e5db4331-0bc4-434b-859b-a2da41830296,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8136,2023-10-25T08:26:56.6298344+00:00,
32,869247049718429,False,,869247049718429,,,,,0,,,,,90106309,2023-01-01T00:00:00+00:00,,,,,,f6f32867-63e3-4344-97c0-e449903904f5,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8138,2023-10-04T12:17:20.5704329+00:00,
33,869247049716795,True,,869247049716795,SAM MOTORISED APRIL 2021,869247049716795,,,1,true,,,,869247049716795,2023-01-01T00:00:00+00:00,,,,,7,a7f10950-adde-4c73-bc9a-56b0744b953d,Customer ID 352,296,c6e155df-eaaf-431e-806d-f350a2faaca0,Smart Asset Manager,1,8139,2021-04-28T15:58:22.9501277+00:00,tom.colombo@asset-fusion.co.uk
34,869247049736298,False,,869247049736298,,,,,0,,,,,90106307,2023-01-01T00:00:00+00:00,,,,,,f0c0e791-9d2e-401b-846a-e1ce36362fbe,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8140,2023-10-02T14:56:10.8640445+00:00,
35,869247049717967,False,,869247049717967,,,,,0,,,,,90106304,2023-01-01T00:00:00+00:00,,,,,,d5b1bb11-c6ea-45c7-ace3-184649c6b8a1,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8141,2023-10-02T14:35:18.7920653+00:00,
36,357520074217999,True,,357520074217999,SAM MOTORISED APRIL 2021,357520074217999,,,1,true,,,,357520074217999,2023-01-01T00:00:00+00:00,,,,,10,aca9288e-3a9a-4439-ae06-91799c0735d3,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8143,2021-04-28T15:58:43.5738299+00:00,tom.colombo@asset-fusion.co.uk
37,862818047911138,True,,862818047911138,SAM MOTORISED APRIL 2021,862818047911138,,,1,true,,,,862818047911138,2023-01-01T00:00:00+00:00,,,,,7,ade65cc4-ecc1-4da4-9d63-f83b656b02f9,Customer ID 99,20,ca461d91-515e-4776-bfb2-ad49a16b67aa,Smart Asset Manager,1,8150,2021-04-28T16:23:51.3733775+00:00,tom.colombo@asset-fusion.co.uk
38,358014098275794,True,,358014098275794,SAM MOTORISED APRIL 2021,358014098275794,,,1,true,,,,358014098275794,2023-01-01T00:00:00+00:00,,,,,28,61bdfba6-e41f-4ac5-a8f4-508e69b79a23,Customer ID 353,298,94880771-a384-4781-937c-c31fbdba182d,Smart Asset Manager,1,8176,2021-04-28T16:23:47.5139963+00:00,tom.colombo@asset-fusion.co.uk
39,356363054823358,True,,356363054823358,SAM MOTORISED APRIL 2021,356363054823358,,,1,true,,,,356363054823358,2023-01-01T00:00:00+00:00,,,,,10,6a0fef3b-4e33-4164-bc6d-5d4e780fae12,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8178,2021-04-28T15:58:41.0581891+00:00,tom.colombo@asset-fusion.co.uk
40,358887099767772,True,,358887099767772,SAM MOTORISED APRIL 2021,358887099767772,,,1,true,,,,358887099767772,2023-01-01T00:00:00+00:00,,,,,10,d8594fb9-2b24-46b9-bf62-a6d2c9aee3d0,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8198,2021-04-28T15:58:42.5581986+00:00,tom.colombo@asset-fusion.co.uk
41,358887095139091,False,,358887095139091,,,,,0,,,,,90106049,2023-01-01T00:00:00+00:00,,,,,,30f1230d-438e-4ee3-be68-41327d32b4dd,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8250,2021-11-24T12:02:17.3017478+00:00,
42,358887095139810,True,,358887095139810,SAM MOTORISED APRIL 2021,358887095139810,,,1,true,,,,358887095139810,2023-01-01T00:00:00+00:00,,,,,16,110f4007-5257-41ed-a2d6-742cfd931d69,Customer ID 303,16,ef1b8cc0-cca0-4aa2-88a8-4553a1e16a90,Smart Asset Manager,1,8251,2021-04-28T16:23:37.8777663+00:00,tom.colombo@asset-fusion.co.uk
43,358887095136477,False,,358887095136477,,,,,0,,,,,90106055,2023-01-01T00:00:00+00:00,,,,,,111fbd08-4972-4d4d-89ff-515845531924,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8253,2021-11-22T14:53:41.2657832+00:00,
44,357520075400800,True,,357520075400800,SAM MOTORISED APRIL 2021,357520075400800,,,1,true,,,,357520075400800,2023-01-01T00:00:00+00:00,,,,,16,e9f267ef-edfa-4761-98e8-983fd0a8d2a9,Customer ID 303,16,ef1b8cc0-cca0-4aa2-88a8-4553a1e16a90,Smart Asset Manager,1,8258,2021-04-28T16:23:39.9402707+00:00,tom.colombo@asset-fusion.co.uk
45,357520075378220,True,,357520075378220,SAM MOTORISED APRIL 2021,357520075378220,,,1,true,,,,357520075378220,2023-01-01T00:00:00+00:00,,,,,39,595ec310-84c6-4785-bf65-94ed5f64a62f,Customer ID 303,16,ef1b8cc0-cca0-4aa2-88a8-4553a1e16a90,Smart Asset Manager,1,8259,2021-04-28T16:23:41.3777722+00:00,tom.colombo@asset-fusion.co.uk
46,357520074569043,True,,357520074569043,SAM MOTORISED APRIL 2021,357520074569043,,,1,true,,,,357520074569043,2023-01-01T00:00:00+00:00,,,,,39,f88a8fb2-90c0-4a37-917d-af09da871cdb,Customer ID 303,16,ef1b8cc0-cca0-4aa2-88a8-4553a1e16a90,Smart Asset Manager,1,8260,2021-04-28T16:23:41.346522+00:00,tom.colombo@asset-fusion.co.uk
47,357520074568995,True,,357520074568995,SAM MOTORISED APRIL 2021,357520074568995,,,1,true,,,,357520074568995,2023-01-01T00:00:00+00:00,,,,,39,3ef5c0b9-a793-4ae7-a6cd-884b42bf6f85,Customer ID 303,16,ef1b8cc0-cca0-4aa2-88a8-4553a1e16a90,Smart Asset Manager,1,8262,2021-04-28T16:23:41.4246479+00:00,tom.colombo@asset-fusion.co.uk
48,357520074548435,True,,357520074548435,SAM MOTORISED APRIL 2021,357520074548435,,,1,true,,,,357520074548435,2023-01-01T00:00:00+00:00,,,,,39,702de912-6234-45f6-b110-6e19a82d8ae2,Customer ID 303,16,ef1b8cc0-cca0-4aa2-88a8-4553a1e16a90,Smart Asset Manager,1,8263,2021-04-28T16:23:41.5340217+00:00,tom.colombo@asset-fusion.co.uk
49,357520075378378,True,,357520075378378,SAM MOTORISED APRIL 2021,357520075378378,,,1,true,,,,357520075378378,2023-01-01T00:00:00+00:00,,,,,39,927c8db0-f984-4a4b-a2d2-625aa65e4946,Customer ID 303,16,ef1b8cc0-cca0-4aa2-88a8-4553a1e16a90,Smart Asset Manager,1,8264,2021-04-28T16:23:41.5496464+00:00,tom.colombo@asset-fusion.co.uk
50,358887095136535,True,,358887095136535,SAM MOTORISED APRIL 2021,358887095136535,,,1,true,,,,358887095136535,2023-01-01T00:00:00+00:00,,,,,16,79408b22-7c3b-4e09-880a-3adc0a7128ba,Customer ID 303,16,ef1b8cc0-cca0-4aa2-88a8-4553a1e16a90,Smart Asset Manager,1,8266,2021-04-28T16:23:37.8933917+00:00,tom.colombo@asset-fusion.co.uk
51,358887095139174,False,,358887095139174,,,,,0,,,,,90106037,2023-01-01T00:00:00+00:00,,,,,,a1085325-8607-4c67-80f7-6220736fe9b5,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8268,2021-11-24T11:51:40.6302212+00:00,
52,358887095140495,False,,358887095140495,,,,,0,,,,,90106054,2023-01-01T00:00:00+00:00,,,,,,955336be-f11d-4b5f-8c9f-81f60bb9f84d,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8283,2021-11-22T17:10:02.2504852+00:00,
53,358887093671822,False,,358887093671822,,,,,0,,,,,90106045,2023-01-01T00:00:00+00:00,,,,,,57bdfdf1-9088-4e59-bf51-e7f6a181696a,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8284,2021-11-22T15:05:07.7811348+00:00,
54,864502035033562,True,,864502035033562,SAM MOTORISED APRIL 2021,864502035033562,,,1,true,,,,864502035033562,2023-01-01T00:00:00+00:00,,,,,7,6925e000-6520-4902-a69b-f1744f666e02,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8285,2021-04-28T15:58:23.6063732+00:00,tom.colombo@asset-fusion.co.uk
55,869247049707422,True,,869247049707422,SAM MOTORISED APRIL 2021,869247049707422,,,1,true,,,,869247049707422,2023-01-01T00:00:00+00:00,,,,,7,16c907fc-b695-4fa2-a18d-a84df013ece1,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8286,2021-04-28T15:58:23.4501254+00:00,tom.colombo@asset-fusion.co.uk
56,864502035741149,True,,864502035741149,SAM MOTORISED APRIL 2021,864502035741149,,,1,true,,,,864502035741149,2023-01-01T00:00:00+00:00,,,,,7,98abe66a-009e-431a-8671-7b1182c35854,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8287,2021-04-28T15:58:23.6376241+00:00,tom.colombo@asset-fusion.co.uk
57,864502033517004,True,,864502033517004,SAM MOTORISED APRIL 2021,864502033517004,,,1,true,,,,864502033517004,2023-01-01T00:00:00+00:00,,,,,7,088647c0-65b9-4aa3-8603-cef3e28fa2e7,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8288,2021-04-28T15:58:23.5751254+00:00,tom.colombo@asset-fusion.co.uk
58,868997039547854,True,,868997039547854,SAM MOTORISED APRIL 2021,868997039547854,,,1,true,,,,868997039547854,2023-01-01T00:00:00+00:00,,,,,7,8210d117-6264-4409-ab9e-72dc1fcb7197,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8289,2021-04-28T15:58:23.4345007+00:00,tom.colombo@asset-fusion.co.uk
59,864502033359696,True,,864502033359696,SAM MOTORISED APRIL 2021,864502033359696,,,1,true,,,,864502033359696,2023-01-01T00:00:00+00:00,,,,,7,1eedc855-b195-4fe1-8b67-0ae051898aa0,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8290,2021-04-28T15:58:23.5907486+00:00,tom.colombo@asset-fusion.co.uk
60,864502030395230,True,,864502030395230,SAM MOTORISED APRIL 2021,864502030395230,,,1,true,,,,864502030395230,2023-01-01T00:00:00+00:00,,,,,7,b5b04245-70c4-40cf-ae2a-ec37e6a6a95e,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8291,2021-04-28T15:58:23.7001363+00:00,tom.colombo@asset-fusion.co.uk
61,862818040727176,True,,862818040727176,SAM MOTORISED APRIL 2021,862818040727176,,,1,true,,,,862818040727176,2023-01-01T00:00:00+00:00,,,,,7,b3b965b9-dcc1-4e0e-a0d2-3d941d562535,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8292,2021-04-28T15:58:23.4813746+00:00,tom.colombo@asset-fusion.co.uk
62,864502034718742,True,,864502034718742,SAM MOTORISED APRIL 2021,864502034718742,,,1,true,,,,864502034718742,2023-01-01T00:00:00+00:00,,,,,7,f0735163-9e6f-428d-9ea4-dd2c8645f5cc,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8295,2021-04-28T15:58:23.7313734+00:00,tom.colombo@asset-fusion.co.uk
63,862950025749774,False,,862950025749774,,,,,1,,,,,90100309,2023-01-01T00:00:00+00:00,,,,,,445e5ce8-5eee-4f01-9bbe-6e1fb3c8dc39,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8296,2022-04-20T15:32:07.4641066+00:00,
64,862950025788582,False,,862950025788582,,,,,0,,,,,90100067,2023-01-01T00:00:00+00:00,,,,,,1ac873d3-e11e-4341-a0a7-aa084c4848cf,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8298,2023-07-11T13:47:51.7220802+00:00,
65,864502033634767,True,,864502033634767,SAM MOTORISED APRIL 2021,864502033634767,,,1,true,,,,864502033634767,2023-01-01T00:00:00+00:00,,,,,7,dce07040-a681-4f78-89e9-da0f07a1ee84,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8299,2021-04-28T15:58:23.6219984+00:00,tom.colombo@asset-fusion.co.uk
66,862818047833639,True,,862818047833639,SAM MOTORISED APRIL 2021,862818047833639,,,1,true,,,,862818047833639,2023-01-01T00:00:00+00:00,,,,,7,da4cd98c-7e3c-4ea6-a403-2fb1a897b47f,Customer ID 355,314,699b9e52-13bb-4ffd-a9e4-d2551193945e,Smart Asset Manager,1,8312,2021-04-28T15:58:23.4657499+00:00,tom.colombo@asset-fusion.co.uk
67,868997035394624,True,,868997035394624,SAM MOTORISED APRIL 2021,868997035394624,,,1,true,,,,868997035394624,2023-01-01T00:00:00+00:00,,,,,7,87c891f0-8843-446c-b49b-20cd82d330ac,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8329,2021-04-28T15:58:40.964436+00:00,tom.colombo@asset-fusion.co.uk
68,868997035393162,True,,868997035393162,SAM MOTORISED APRIL 2021,868997035393162,,,1,true,,,,868997035393162,2023-01-01T00:00:00+00:00,,,,,7,5845bc53-9fb2-4733-ac55-a1f315bd8569,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8330,2021-04-28T15:58:40.9175803+00:00,tom.colombo@asset-fusion.co.uk
69,357520074536026,True,,357520074536026,SAM MOTORISED APRIL 2021,357520074536026,,,1,true,,,,357520074536026,2023-01-01T00:00:00+00:00,,,,,10,192c1fff-e29d-4ccf-b648-4718ebfa33a0,Customer ID 104,32,9d36fc7c-51ce-4f7a-a880-414f9ca7d6ec,Smart Asset Manager,1,8331,2021-04-28T15:58:41.9644445+00:00,tom.colombo@asset-fusion.co.uk
70,862818047832334,False,,862818047832334,,,,,0,,,,,90106410,2023-01-01T00:00:00+00:00,,,,,,b853c390-4d5b-4e54-8e5a-11d18b625a9b,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8334,2023-10-03T11:25:30.1806012+00:00,
71,357520074544921,False,,357520074544921,,,,,0,,,,,90103736,2023-01-01T00:00:00+00:00,,,,,,030105f4-e44a-4d6b-b307-57bbfba1b831,Customer ID 312,7,dab1096f-0142-430b-8c7d-7296fe0b57d8,Smart Asset Manager,1,8340,2023-02-17T09:27:31.6717148+00:00,
72,864502033281718,True,,864502033281718,SAM MOTORISED APRIL 2021,864502033281718,,,1,true,,,,864502033281718,2023-01-01T00:00:00+00:00,,,,,7,be144d39-f7a3-4963-a86f-6e4c3d25d771,Customer ID 353,298,94880771-a384-4781-937c-c31fbdba182d,Smart Asset Manager,1,8357,2021-04-28T16:23:47.5452459+00:00,tom.colombo@asset-fusion.co.uk
73,867322032656431,True,,867322032656431,SAM MOTORISED APRIL 2021,867322032656431,,,1,true,,,,867322032656431,2023-01-01T00:00:00+00:00,,,,,7,75faae0d-a85e-4ab1-a931-444734f43e88,Customer ID 356,329,6b2e4075-ebd0-410f-816d-885aa7d8989a,Smart Asset Manager,1,8379,2021-04-28T15:58:22.5595034+00:00,tom.colombo@asset-fusion.co.uk
74,867322032656506,True,,867322032656506,SAM MOTORISED APRIL 2021,867322032656506,,,1,true,,,,867322032656506,2023-01-01T00:00:00+00:00,,,,,7,24adbc5f-9cfe-4fd9-8eb9-d20c8fa2ac9b,Customer ID 363,337,4459d76a-fa60-4be5-a160-a2edf2690839,Smart Asset Manager,1,8387,2021-04-28T16:23:48.7171209+00:00,tom.colombo@asset-fusion.co.uk
